cheese,milk,country,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan
Briscola,cow,Italy,Parmesan,semi-hard,"firm, open",natural,ivory,"fruity, savory, spicy, strong","milky, pleasant, spicy",False,False
Sartori Classic Cheese Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, dry, grainy",natural,yellow,"mellow, nutty, sweet",strong,True,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,acidic,"fruity, spicy",False,False
Cotija Cheese,cow,Mexico,Parmesan,"hard, artisan","crumbly, dense",rindless,white,"salty, strong","fresh, milky",False,False
Stella Parmesan & Romano Blend,cow,United States,Parmesan,"hard, artisan","crumbly, flaky",natural,cream,"salty, sharp",nutty,True,False
Chapman's Pasture,cow,United States,Parmesan,semi-hard,grainy,washed,ivory,"sharp, sweet","strong, sweet",False,False
L'Amuse Signature Gouda,cow,Netherlands,Parmesan,"hard, artisan","crumbly, crystalline, smooth",waxed,orange,"burnt caramel, caramel, full-flavored, salty",nutty,True,False
Bella Lodi,cow,Italy,Parmesan,"hard, artisan","crumbly, flaky, grainy",natural,white,full-flavored,"aromatic, rich",True,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,natural,pale yellow,"buttery, creamy, meaty",smokey,False,False
Spenwood,sheep,England,Parmesan,hard,firm,natural,pale yellow,nutty,"aromatic, milky, pleasant, rich",True,False
Prima Donna forte,"cow, sheep",Netherlands,Parmesan,hard,"crumbly, crystalline, flaky, grainy",natural,yellow,"nutty, strong, sweet",goaty,False,False
Saporito,cow,Italy,Parmesan,"semi-hard, artisan",creamy,natural,ivory,"creamy, mild",herbal,True,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,rindless,pale yellow,"nutty, sharp, sweet",smokey,False,False
Alpkäse,cow,Switzerland,Parmesan,hard,dense,natural,golden yellow,herbaceous,rich,False,False
Cravero Parmigiano Reggiano,cow,Italy,Parmesan,"hard, artisan",dense,natural,golden yellow,"bitter, creamy, nutty, savory, smooth, sweet","aromatic, fruity",False,False
Spenwood,sheep,England,Parmesan,hard,firm,natural,pale yellow,nutty,spicy,True,False
Aged Cheddar,cow,United States,Parmesan,hard,"buttery, creamy, crumbly",rindless,golden yellow,"creamy, earthy, nutty","earthy, nutty",True,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,natural,pale yellow,"creamy, mushroomy, smooth",smokey,True,False
Sartori Classic Cheese Romano,cow,United States,Parmesan,"hard, artisan","brittle, crumbly, dense, flaky",natural,straw,"nutty, savory, tangy",spicy,True,False
Piave Mezzano,cow,United States,Parmesan,"hard, artisan","dense, firm",natural,pale yellow,"full-flavored, salty, sharp, strong","milky, pleasant",False,False
Prima Donna maturo,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm, grainy",natural,yellow,sharp,grassy,True,False
Swaledale,sheep,England,Parmesan,hard,semi firm,artificial,yellow,"smooth, sweet",floral,True,False
Cotija Cheese,cow,Mexico,Parmesan,"hard, artisan","crumbly, dense",rindless,white,"salty, strong",grassy,True,False
Pleasant Ridge Reserve,cow,United States,Parmesan,"semi-hard, artisan","crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty","aromatic, sweet",False,False
Bleu Mont Dairy Bandaged Cheddar,cow,United States,Parmesan,"hard, artisan","crumbly, crystalline, flaky",cloth wrapped,yellow,"caramel, nutty, sweet",earthy,False,False
Millstone,sheep,England,Parmesan,"hard, artisan","crumbly, dry",natural,pale yellow,"smokey , tangy",mild,True,False
Sartori Reserve SarVecchio Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, crystalline, dry, flaky, grainy",natural,yellow,"caramel, fruity, nutty","fruity, sweet",True,False
Parmesan,cow,Italy,Parmesan,"hard, artisan","dense, grainy",natural,straw,"salty, savory","nutty, strong",False,False
Stracchinata,cow,Italy,Parmesan,"fresh soft, artisan","creamy, open",natural,pale yellow,"creamy, sweet",subtle,False,False
Sartori Classic Cheese Asiago,cow,United States,Parmesan,"hard, artisan","compact, crumbly, open, smooth",natural,pale yellow,"creamy, mild, nutty",pungent,True,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,pale yellow,"creamy, salty, savory",woody,False,False
Swaledale,sheep,England,Parmesan,hard,semi firm,mold ripened,yellow,"smooth, sweet",floral,True,False
Brown’s Gulch,goat,United States,Parmesan,"hard, artisan",crumbly,natural,pale yellow,"herbaceous, salty, sharp",strong,False,False
Sartori Limited Edition Family Heirloom Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, flaky, grainy",natural,golden yellow,"caramel, fruity, nutty, piquant, sweet","buttery, nutty, woody",True,False
Serat,sheep,Afghanistan,Parmesan,hard,"gooey, runny, smooth",mold ripened,yellow,"buttery, mild",goaty,False,False
Stella Kasseri,cow,United States,Parmesan,"semi-hard, artisan",firm,natural,pale yellow,"salty, sharp, tangy",strong,True,False
Sicilian Blend,cow,United States,Parmesan,"hard, artisan","crumbly, dry, firm",natural,pale yellow,"piquant, savory, sharp, spicy",strong,True,False
Stella Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, dense, grainy",natural,pale yellow,"nutty, subtle",aromatic,True,False
Prima Donna leggero,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm",natural,yellow,"savory, sharp","aromatic, floral, pronounced",True,False
Serat,sheep,Afghanistan,Parmesan,hard,firm,rindless,white,"buttery, caramel, sweet","aromatic, strong",False,False
Baronerosso di Capra,goat,Italy,Parmesan,semi-hard,"crumbly, firm",washed,white,"full-flavored, sharp","fruity, musty",False,False
Cotija Cheese,cow,Mexico,Parmesan,"hard, artisan","crumbly, dense",rindless,white,"salty, strong",earthy,False,False
Beemster Extra Aged (XO),cow,Netherlands,Parmesan,hard,"brittle, crumbly, grainy",natural,golden yellow,"butterscotch, nutty",aromatic,False,False
Canestrato,"goat, sheep",Italy,Parmesan,"hard, artisan","dense, flaky",natural,straw,full-flavored,"spicy, strong",False,False
Anejo Enchilado,"cow, goat",Mexico,Parmesan,semi-hard,"crumbly, firm",natural,white,"salty, sharp, spicy, strong",strong,False,False
Millstone,sheep,England,Parmesan,"hard, artisan","crumbly, dry",natural,pale yellow,"acidic, salty, sweet",mild,True,False
Swaledale,sheep,England,Parmesan,hard,semi firm,natural,yellow,"smooth, sweet",floral,True,False
Bra Duro DOP,cow,Italy,Parmesan,hard,firm,natural,pale yellow,"salty, savory","buttery, rich",False,False
Scallion Onion Cheddar,cow,United States,Parmesan,"semi-hard, artisan",crumbly,natural,pale yellow,"full-flavored, spicy",strong,True,False
Mona,"cow, sheep",United States,Parmesan,"semi-hard, artisan","crumbly, firm, supple",plastic,pale yellow,"buttery, nutty, savory, sweet",grassy,False,False
Spenwood,sheep,England,Parmesan,hard,firm,natural,pale yellow,nutty,"fresh, fruity, pleasant",True,False
Comte,cow,France,Parmesan,"semi-hard, artisan","dense, firm",natural,pale yellow,"creamy, tangy","pleasant, subtle",True,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,white,"citrusy, strong, sweet","aromatic, fresh, strong",False,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,"acidic, fruity","fruity, spicy",False,False
Prima Donna fino,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm",natural,pale yellow,"full-flavored, nutty, sweet",rich,False,False
Bra Duro DOP,cow,Italy,Parmesan,hard,firm,natural,pale yellow,"salty, savory",mild,False,False
Cabot Clothbound,cow,United States,Parmesan,"hard, artisan","crumbly, flaky",natural,yellow,"nutty, savory, sweet, tangy","earthy, grassy, raw nut, subtle",False,False
Prima Donna forte,sheep,Netherlands,Parmesan,hard,"crumbly, crystalline, flaky, grainy",natural,yellow,"nutty, strong, sweet","clean, fresh",False,False
Saporito,cow,Italy,Parmesan,"semi-hard, artisan",creamy,natural,ivory,"creamy, mild",herbal,False,False
Anejo Enchilado,"cow, goat",Mexico,Parmesan,semi-hard,"crumbly, firm",bloomy,white,"salty, sharp, spicy, strong",strong,False,False
Auld Reekie,cow,Scotland,Parmesan,hard,"buttery, compact, crumbly",natural,orange,"smokey , tangy, woody","fruity, smokey, woody",False,False
Stella Black Pepper Romano,cow,United States,Parmesan,"hard, artisan","compact, crumbly, flaky",natural,pale yellow,"piquant, salty, sharp","pleasant, spicy",True,False
Sartori Classic Cheese Asiago,cow,United States,Parmesan,"hard, artisan","compact, crumbly, open, smooth",natural,white,"creamy, mild, nutty",pungent,True,False
Anejo Enchilado,"cow, goat",Mexico,Parmesan,semi-hard,"crumbly, firm",edible,white,"salty, sharp, spicy, strong",strong,False,False
Canestrato,"goat, sheep",Italy,Parmesan,"hard, artisan","dense, flaky",edible,straw,full-flavored,"spicy, strong",False,False
Prima Donna,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm, grainy",natural,yellow,"full-flavored, nutty, sweet","rich, woody",False,False
Bel Ceillo,cow,United States,Parmesan,"semi-hard, artisan","creamy, crumbly",natural,pale yellow,sharp,pungent,False,False
Prima Donna forte,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, flaky, grainy",natural,yellow,"nutty, strong, sweet",barnyardy,True,False
Bra Duro DOP,cow,Italy,Parmesan,hard,firm,natural,pale yellow,"salty, savory","aromatic, floral",False,False
Piave Vecchio DOP,cow,Italy,Parmesan,"hard, artisan","dense, firm, flaky",natural,golden yellow,"nutty, strong, sweet","lactic, milky",True,False
Sartori Reserve Chai BellaVitano,cow,United States,Parmesan,"hard, artisan",creamy,natural,pale yellow,"creamy, sweet","rich, sweet",True,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,"nutty, subtle","fruity, spicy",False,False
Bra Duro DOP,cow,Italy,Parmesan,hard,firm,natural,pale yellow,"salty, savory",rich,False,False
Swaledale,sheep,England,Parmesan,hard,semi firm,rindless,yellow,"smooth, sweet",floral,True,False
Stella Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, dense, grainy",natural,pale yellow,"nutty, subtle","pungent, strong",True,False
Cotija Cheese,cow,Mexico,Parmesan,"hard, artisan","crumbly, dense",rindless,white,"salty, strong","fruity, herbal",True,False
Sartori Classic MontAmore,cow,United States,Parmesan,"semi-hard, artisan","dense, firm",rindless,pale yellow,"creamy, fruity, sweet, tangy","fresh, fruity, pleasant",True,False
Canestrato,"goat, sheep",Italy,Parmesan,"hard, artisan","dense, flaky",bloomy,straw,full-flavored,"spicy, strong",False,False
Spenwood,sheep,England,Parmesan,hard,firm,natural,pale yellow,nutty,"pungent, stinky",True,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,plastic,pale yellow,tangy,smokey,False,False
Millstone,sheep,England,Parmesan,"hard, artisan","crumbly, dry",natural,pale yellow,"garlicky, herbaceous",mild,True,False
Sardo,cow,Argentina,Parmesan,hard,"crumbly, firm, flaky",natural,pale yellow,"full-flavored, salty, sharp",fresh,False,False
Abbaye de Timadeuc,cow,France,Parmesan,semi-hard,soft,washed,pale yellow,"salty, smooth",nutty,False,False
Millstone,sheep,England,Parmesan,"hard, artisan","crumbly, dry",natural,pale yellow,"fruity, mild, milky, nutty, smooth, yeasty",mild,True,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,natural,pale yellow,"spicy, strong",smokey,False,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,creamy,"fruity, spicy",False,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,ash coated,pale yellow,"buttery, mild",smokey,False,False
Serat,sheep,Afghanistan,Parmesan,hard,"crumbly, flaky, grainy",rindless,white,"nutty, strong",rich,False,False
Cabot Clothbound,cow,United States,Parmesan,"hard, artisan","crumbly, flaky",natural,yellow,"nutty, savory, sweet, tangy",strong,False,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,smokey,"fruity, spicy",False,False
Prima Donna fino,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm",natural,pale yellow,"full-flavored, nutty, sweet",rich,True,False
Pleasant Ridge Reserve,cow,United States,Parmesan,"semi-hard, artisan","crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty",barnyardy,False,False
Asiago d’Allevo DOP,cow,Italy,Parmesan,hard,compact,natural,pale yellow,savory,"pleasant, yeasty",False,False
Sardo,cow,Argentina,Parmesan,hard,"crumbly, firm, flaky",natural,pale yellow,"full-flavored, salty, sharp","grassy, mild, nutty",False,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,white,"acidic, buttery, creamy, salty",aromatic,False,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,"sweet, tangy","fruity, spicy",True,False
Prima Donna,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm, grainy",natural,yellow,"full-flavored, nutty, sweet","rich, strong",True,False
Pleasant Ridge Reserve,cow,United States,Parmesan,"semi-hard, artisan","crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty","fresh, spicy",False,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,natural,pale yellow,"mild, nutty, sweet",smokey,True,False
Prima Donna leggero,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm",natural,yellow,"savory, sharp",sweet,True,False
Prima Donna leggero,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm",natural,yellow,"savory, sharp","herbal, sweet",False,False
Bra Duro DOP,cow,Italy,Parmesan,hard,firm,natural,pale yellow,"salty, savory","buttery, mild",False,False
Bra Duro DOP,cow,Italy,Parmesan,hard,firm,natural,pale yellow,"salty, savory","rich, strong",False,False
Swaledale,sheep,England,Parmesan,hard,semi firm,washed,yellow,"smooth, sweet",floral,True,False
Blissful Toppings,cow,"Canada, United States",Parmesan,soft,crumbly,artificial,yellow,"savory, sharp",earthy,True,False
Serat,sheep,Afghanistan,Parmesan,hard,"crumbly, crystalline, dense",washed,white,"mild, milky, salty",pungent,False,False
Piave Vecchio Selezione Oro,cow,Italy,Parmesan,"hard, artisan","crumbly, dense, flaky, grainy",natural,yellow,"fruity, full-flavored, mild, sweet","rich, smokey",True,False
Sicilian Blend,cow,United States,Parmesan,"hard, artisan","crumbly, dry, firm",natural,pale yellow,"piquant, savory, sharp, spicy","fresh, nutty",True,False
Piave Vecchio Selezione Oro,cow,Italy,Parmesan,"hard, artisan","crumbly, dense, flaky, grainy",natural,yellow,"fruity, full-flavored, mild, sweet","milky, pleasant",True,False
Piave Mezzano,cow,Switzerland,Parmesan,"hard, artisan","dense, firm",natural,pale yellow,"full-flavored, salty, sharp, strong","milky, pleasant",True,False
Prima Donna leggero,cow,Netherlands,Parmesan,hard,"crumbly, crystalline, firm",natural,yellow,"savory, sharp","fermented, mild, nutty",False,False
Sartori Classic Cheese Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, dry, grainy",natural,yellow,"mellow, nutty, sweet",rich,True,False
Piave Fresco,cow,Italy,Parmesan,"semi-hard, artisan","creamy, smooth",natural,ivory,"mild, milky, smooth","mild, milky, pleasant",True,False
Prima Donna forte,goat,Netherlands,Parmesan,hard,"crumbly, crystalline, flaky, grainy",natural,yellow,"nutty, strong, sweet","clean, fresh",False,False
Blissful Toppings,cow,"Canada, United States",Parmesan,soft,crumbly,artificial,yellow,"savory, sharp",fresh,True,False
Piave Vecchio Selezione Oro,cow,Italy,Parmesan,"hard, artisan","crumbly, dense, flaky, grainy",natural,yellow,"fruity, full-flavored, mild, sweet",mild,True,False
Serat,sheep,Afghanistan,Parmesan,hard,buttery,natural,golden orange,"subtle, sweet",barnyardy,False,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,pale yellow,"buttery, mild","earthy, rich, strong",False,False
Stella Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, dense, grainy",natural,pale yellow,"nutty, subtle",strong,True,False
Spenwood,sheep,England,Parmesan,hard,firm,natural,pale yellow,nutty,"fresh, mild",True,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,ivory,"buttery, mild","milky, pleasant, spicy",False,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,white,sweet,aromatic,True,False
Comte,cow,France,Parmesan,"semi-hard, artisan","dense, firm",natural,pale yellow,"floral, mild, milky, sour","fresh, goaty",False,False
Piave Mezzano,cow,Netherlands,Parmesan,"hard, artisan","dense, firm",natural,pale yellow,"full-flavored, salty, sharp, strong","milky, pleasant",False,False
Piave,cow,Italy,Parmesan,"hard, artisan","crystalline, dense, flaky",natural,golden yellow,"garlicky, spicy",sweet,True,False
Millstone,sheep,England,Parmesan,"hard, artisan","crumbly, dry",natural,pale yellow,"lemony, tangy",mild,True,False
Pleasant Ridge Reserve,cow,United States,Parmesan,"semi-hard, artisan","crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty","aromatic, floral, fruity",False,False
Stella Parmesan,cow,United States,Parmesan,"hard, artisan","crumbly, dense, grainy",natural,pale yellow,"nutty, subtle",nutty,True,False
Sicilian Blend,cow,United States,Parmesan,"hard, artisan","crumbly, dry, firm",natural,pale yellow,"piquant, savory, sharp, spicy","clean, floral",True,False
Blissful Toppings,cow,"Canada, United States",Parmesan,soft,crumbly,artificial,yellow,"savory, sharp","fresh, goaty",True,False
Barricato al Pepe,cow,Italy,Parmesan,"firm, artisan",crumbly,natural,ivory,"acidic, citrusy","fruity, spicy",True,False
Pleasant Ridge Reserve,cow,United States,Parmesan,"semi-hard, artisan","crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty",fresh,False,False
Serat,sheep,Afghanistan,Parmesan,hard,"creamy, dense",washed,yellow,"buttery, garlicky, mild","herbal, mild, milky",False,False
L'Étivaz,cow,Switzerland,Parmesan,hard,buttery,rindless,pale yellow,"creamy, milky",smokey,False,False
Piave Vecchio Selezione Oro,cow,Italy,Parmesan,"hard, artisan","crumbly, dense, flaky, grainy",natural,yellow,"fruity, full-flavored, mild, sweet",aromatic,False,False
